skillId;skillName;skillDescription
1266;Soothing;Binding Ritual. Create a level 1...10...12 spirit. All foes within its range take twice as long to build adrenaline. This spirit dies after 15...39...45 seconds.
1267;Vital Weapon;Weapon Spell. For 5...25...30 seconds, target ally has a Vital Weapon and has +40...148...175 maximum Health.
1268;Weapon of Quickening;Elite Weapon Spell. For 5...21...25 seconds, target ally has a Weapon of Quickening, and spells and binding rituals recharge 33% faster.
1269;Signet of Rage;Signet. Target foe takes 5...41...50 holy damage and +5...9...10 holy damage for each adrenaline skill that foe has.
1333;Extend Conditions;Elite Spell. Spread all conditions from target foe to foes near your target. The durations of those conditions are increased by 5...81...100% (maximum 30 seconds).
1334;Hypochondria;Spell. Transfer all conditions from all foes in the area to target foe.
1335;Wastrel's Demise;Hex Spell. For 5 seconds, target foe is hexed with Wastrel's Demise. Each second while hexed, target foe and all foes adjacent to that foe take 1...8...10 damage and an additional 1...8...10 damage for each second this spell is in effect. This hex ends prematurely if target foe uses a skill.
1336;Spiritual Pain;Spell. Target foe takes 15...63...75 damage. All hostile summoned creatures in the area of that foe take 25...105...125 damage.
1337;Drain Delusions;Spell. Remove one Mesmer hex from target foe. If a hex was removed in this way, that foe loses 1...4...5 Energy and you gain 4 Energy for each point lost.
1338;Persistence of Memory;Enchantment Spell. For 5...17...20 seconds, whenever a spell you cast is interrupted, that spell is instantly recharged.
1339;Symbols of Inspiration;Elite Skill. For 1...25...31 seconds, this skill becomes the Elite of target foe. Elite spells you cast use your Fast Casting attribute instead of their normal attributes.
1340;Symbolic Celerity;Enchantment Spell. For 36...55...60 seconds, all of your signets use your Fast Casting attribute instead of their normal attributes.
1341;Frustration;Hex Spell. For 5...17...20 seconds, target foe casts spells 50% slower and takes 5...41...50 damage whenever interrupted. If a skill is interrupted, Frustration deals double damage.
1342;Tease;Elite Spell. If target foe is using a skill, that foe and other foes in the area are interrupted and you steal 0...4...5 Energy from all foes in the area.
1343;Ether Phantom;Hex Spell. For 10 seconds, target foe has -1 Energy degeneration. If this hex is removed prematurely, that foe loses 1...4...5 Energy.
1344;Web of Disruption;Hex Spell. Interrupt target foe. For 10 seconds, target foe is hexed with Web of Disruption.  When this hex ends, that foe is interrupted again.
1345;Enchanter's Conundrum;Elite Hex Spell. For 10 seconds, target foe casts enchantments 100...180...200% slower. If target foe is not under the effects of an enchantment when this hex is applied, that foe and all adjacent foes take 10...82...100 damage.
1346;Signet of Illusions;Elite Signet. Your next 1...3...3 spell[s] use your Illusion attribute instead of its normal attribute.
1347;Discharge Enchantment;Spell. Remove one enchantment from target foe. If that foe is hexed, this skill recharges 20...44...50% faster.
1348;Hex Eater Vortex;Elite Spell. Remove a hex from target ally. If a hex is removed in this way, foes near that ally take 30...78...90 damage and lose one enchantment.
1349;Mirror of Disenchantment;Spell. Remove one enchantment from target foe. All of that foe's party members also lose that same enchantment.
1350;Simple Thievery;Elite Spell. Interrupt target foe's action. If that action was a skill, that skill is disabled for 5...17...20 seconds, and Simple Thievery is replaced by that skill.
1351;Animate Shambling Horror;Spell. Exploit nearest corpse to create a level 1...14...17 shambling horror. When the shambling horror dies, it is replaced by a level 0...12...15 jagged horror that causes Bleeding with each of its attacks.
1352;Order of Undeath;Elite Spell. For 5 seconds, your minions deal +3...13...16 damage, but you lose 2% of your maximum Health whenever one of your minions hits with an attack.
1353;Putrid Flesh;Spell. Destroy one of your target animated undead minions. All foes near that creature are Diseased for 5...13...15 seconds.
1354;Feast for the Dead;Spell. Destroy target animated undead ally. All of your other animated undead allies are healed for 10...82...100 Health.
1355;Jagged Bones;Elite Enchantment Spell. For 30 seconds, whenever target undead servant dies, it is replaced by a level 0...12...15 jagged horror that causes Bleeding with each of its attacks.
1356;Contagion;Elite Enchantment Spell. For 60 seconds, whenever you suffer from a new condition, all foes in the area suffer from that same condition and you sacrifice 10...6...5% maximum Health.
1358;Ulcerous Lungs;Hex Spell. For 10...22...25 seconds, target foe and all nearby foes suffer from -4 Health degeneration when Bleeding, and whenever they use a shout or chant, they Bleed for 3...13...15 seconds.
1359;Pain of Disenchantment;Elite Spell. Target foe loses 1...3...3 enchantment[s]. If an enchantment was lost in this way, that foe and all adjacent foes lose 10...82...100 Health.
1360;Mark of Fury;Hex Spell. For 5 seconds, allies hitting target foe gain 0...2...2 strike[s] of adrenaline. When this hex ends, that foe suffers from Cracked Armor for 1...12...15 second[s].
1362;Corrupt Enchantment;Elite Hex Spell. Remove one enchantment from target foe. If an enchantment is removed in this way, that foe suffers from -1...7...8 Health degeneration for 10 seconds.
1363;Signet of Sorrow;Signet. Target foe takes 15...63...75 damage. If target foe is near a corpse or has a dead pet, this skill recharges instantly.
1364;Signet of Suffering;Elite Signet. You suffer from Bleeding for 6 seconds. The next Necromancer skill that targets a foe causes Bleeding for 2...13...16 seconds.
1365;Signet of Lost Souls;Signet. If target foe is below 50% Health, you gain 10...82...100 Health and 1...8...10 Energy.
1366;Well of Darkness;Well Spell. Exploit nearest corpse to create a Well of Darkness for 5...41...50 seconds. Hexed foes within the Well of Darkness miss 50% of the time.
1367;Blinding Surge;Elite Spell. Target foe is struck for 5...41...50 lightning damage. That foe and all adjacent foes are Blinded for 3...7...8 seconds. This spell has 25% armor penetration. If this spell strikes an attacking foe, all adjacent foes are also struck and this spell deals 50% more damage.
1368;Chilling Winds;Hex Spell. Target foe and all adjacent foes are struck for 30...54...60 cold damage. For 10 seconds, the next Water Magic hex targeting a hexed foe lasts 25...85...100% longer.
1369;Lightning Bolt;Spell. Send out a Lightning Bolt that strikes for 5...41...50 lightning damage if it hits. If Lightning Bolt strikes a moving foe, that foe is struck for 5...41...50 additional lightning damage. This spell has 25% armor penetration.
1370;Storm Djinn's Haste;Enchantment Spell. For 10...22...25 seconds, you move 25% faster. Each second that you are moving, you lose 1 Energy.
1371;Stone Striker;Enchantment Spell.  For 5...25...30 seconds, whenever you take or deal elemental or physical damage, that damage is converted to earth damage.
1372;Sandstorm;Elite Spell. Create a Sandstorm at target foe's location. For 10 seconds, nearby foes are struck for 10...26...30 earth damage each second and attacking foes are struck for an additional 10...26...30 earth damage each second.
1373;Stone Sheath;Elite Enchantment Spell. For 5...17...20 seconds, you and target ally have +1...24...30 armor and are immune to critical hits. When you cast this spell, all foes near you and your target take 15...59...70 earth damage and are Weakened for 5...17...20 seconds.
1374;Ebon Hawk;Spell. Send a projectile that strikes target foe for 10...70...85 earth damage and causes Weakness for 5...13...15 seconds if it hits.
1375;Stoneflesh Aura;Enchantment Spell. For 5...13...15 seconds, damage you receive is reduced by 1...25...31, and you are immune to critical attacks.
1376;Glyph of Restoration;Glyph. For 15 seconds, your next  2 spells heal you for 30...90...105 Health, and you are healed for 150...350...400% of the Energy cost of each spell.
1377;Ether Prism;Elite Skill. For 3 seconds, all damage you take is reduced by 75%. When Ether Prism ends, you gain 5...17...20 Energy.
1378;Master of Magic;Elite Enchantment Spell. For 1...49...61 second[s], all of your elemental attributes are set to 8...13...14 and your elemental spells return 30% of their Energy cost.
1379;Glowing Gaze;Spell. Target foe takes 5...41...50 fire damage. If that foe is on Fire, [sic]  you gain 5 Energy plus 1 Energy for every 2 ranks of Energy Storage.
1380;Savannah Heat;Elite Spell. You create Savannah Heat at target foe's location. For 5 seconds, all nearby foes take 5...17...20 fire damage for each second this spell has been in effect.
1381;Flame Djinn's Haste;Enchantment Spell. All adjacent foes are struck for 15...99...120 fire damage. For 8...13...14 seconds, you move 25% faster. Flame Djinn's Haste recharges 50% faster if a foe was struck by this spell.
1382;Freezing Gust;Hex Spell. If target foe is under the effect of a Water Magic hex, that foe is struck for 20...68...80 cold damage. Otherwise, that foe moves 66% slower for 1...4...5 second[s].
1390;Judge's Intervention;Enchantment Spell. For 10 seconds, the next time target ally receives damage that would be fatal, the damage is negated and one nearby foe takes 30...150...180 holy damage.
1391;Supportive Spirit;Enchantment Spell. For 5...19...23 seconds, whenever target ally takes damage while knocked down, that ally is healed for 5...29...35 Health.
1392;Watchful Healing;Enchantment Spell. For 10 seconds, target ally gains +1...3...4 Health regeneration. If this skill ends prematurely, that ally gains 30...102...120 Health.
1393;Healer's Boon;Elite Enchantment Spell. For 10...46...55 seconds. [sic] Healing Prayers spells cast 50% faster and heal for 50% more Health.
1394;Healer's Covenant;Elite Enchantment Spell. While you maintain this enchantment, your Healing Prayers spells heal for 25% less Health, but cost -1...3...3 Energy.
1395;Balthazar's Pendulum;Elite Enchantment Spell. For 5...9...10 seconds, the next time target ally would be knocked down by a foe, that foe is knocked down instead.
1396;Words of Comfort;Spell. Target ally is healed for 15...51...60 Health and an additional 15...39...45 Health if that ally is suffering from a condition.
1397;Light of Deliverance;Elite Spell. All party members are healed for 5...57...70 Health.
1398;Scourge Enchantment;Hex Spell. For 30 seconds, each time target foe is the target of an enchantment, the caster of that enchantment takes 15...63...75 damage.
1399;Shield of Absorption;Enchantment Spell. For 3...6...7 seconds, damage received by target ally is reduced by 5 each time that ally is hit while under the effects of this enchantment.
1400;Reversal of Damage;Enchantment Spell. For 8 seconds, the next time target ally would take damage, the foe dealing the damage takes that damage instead (maximum 5...61...75).
1401;Mending Touch;Spell. Touched ally loses two conditions and is healed for 15...51...60 Health for each condition removed in this way.
1402;Critical Chop;Axe Attack. If this attack hits, you inflict +5...17...20 damage. If this attack results in a critical hit, target foe is interrupted.
1403;Agonizing Chop;Axe Attack. When this attack hits, you deal +5...17...20 damage. If target foe is suffering from a Deep Wound, you interrupt that foe's action.
1404;Flail;Stance. For 1...12...15 second[s], you attack 33% faster but move 33% slower.
1405;Charging Strike;Elite Stance. For 1...8...10 second[s], you run 33% faster. Your next successful melee hit does +10...34...40 damage and this stance ends. This stance ends if you use a skill.
1406;Headbutt;Elite Skill. Target touched foe takes 40...88...100 damage. You are Dazed for 5...17...20 seconds.
1407;Lion's Comfort;Skill. All of your signets are disabled for 12 seconds. You are healed for 50...98...110 Health, and gain 0...2...3 strike[s] of adrenaline.
1408;Rage of the Ntouka;Elite Skill. Gain 1...6...7 strike[s] of adrenaline. For 10 seconds, whenever you use an adrenal skill, that skill recharges for 5 seconds.
1409;Mokele Smash;Hammer Attack. If this attack hits, you strike for +5...17...20 damage and gain 2 strikes of adrenaline.
1410;Overbearing Smash;Hammer Attack. If this attack hits, you deal +1...16...20 damage. If target foe is knocked down, that foe is Dazed for 1...7...8 second[s].
1411;Signet of Stamina;Signet.  You have +50...250...300 maximum Health. This signet ends if you successfully hit with an attack.
1412;"You're All Alone!";Elite Shout. If target foe isn't near an ally, that foe suffers from Cripple and Weakness for 8 seconds.
1413;Burst of Aggression;Stance.  For 2...8...10 seconds, you attack 33% faster. When this stance ends, you lose all adrenaline.
1414;Enraging Charge;Stance. For 5...13...15 seconds, you move 25% faster. Enraging Charge ends when you successfully strike a target, at which point you gain 0...2...3 strike[s] of adrenaline if you hit with a melee attack.
1415;Crippling Slash;Elite Sword Attack. If this attack hits, target foe is Crippled for 5...13...15 seconds and begins Bleeding for 10...22...25 seconds.
1416;Barbarous Slice;Sword Attack. If this attack hits, you deal +5...25...30 damage. If you are currently not in a stance, you also inflict Bleeding for 5...13...15 seconds.
1465;Prepared Shot;Elite Bow Attack. If this attack hits, you strike for +10...22...25 damage. If you are under the effects of a preparation, you gain 1...7...9 Energy.
1466;Burning Arrow;Elite Bow Attack. If this attack hits, you strike for +10...26...30 damage and cause Burning for 1...6...7 seconds.
1467;Arcing Shot;Bow Attack. If this arrow hits, it strikes for +10...22...25 damage.  This arrow cannot be blocked, but it moves 50% slower.
1468;Strike as One;Elite Shout. Your animal companion instantly moves to your target and causes Bleeding for 5...13...15 seconds with its next attack. The next time you hit with an attack, target foe is Crippled for 5...13...15 seconds.
1469;Crossfire;Bow Attack. If this attack hits target foe, it deals +5...17...20 damage. If that foe is near any of your allies, this attack cannot be blocked.
1470;Barbed Arrows;Preparation. For 24 seconds, your arrows cause Bleeding for 3...13...15 seconds.  You have -40 armor while activating this skill.
1471;Scavenger's Focus;Elite Skill. For 10 seconds if you strike a foe who is suffering from a condition you gain 3...10...12 Energy.
1472;Toxicity;Nature Ritual. Create a level 1...8...10 spirit. Poisoned or Diseased creatures within its range suffer -2 Health degeneration. This spirit dies after 30...78...90 seconds.
1473;Quicksand;Elite Nature Ritual. Create a level 1...8...10 spirit. All non-spirit creatures within its range lose 1 Energy each time they attack or use a skill. This spirit dies after 30...78...90 seconds.
1474;Storm's Embrace;Stance. For 10 seconds, you move 25% faster.  This stance is refreshed whenever you take Elemental damage.
1475;Trapper's Speed;Stance. For 5...25...30 seconds, your Traps recharge 25% faster and activate 25% faster. This Stance ends if you successfully hit with an attack.
1476;Tripwire;Trap. When Tripwire is triggered, all nearby foes are struck for 5...17...20 piercing damage. Any Crippled foes are knocked down. Tripwire ends after 90 seconds. While activating this skill, you are easily interrupted.
1478;Renewing Surge;Hex Spell. For 8 seconds, target foe suffers 2...10...12 damage each second. When this hex ends, you gain 1...7...8 Energy.
1479;Offering of Spirit;Elite Spell. Gain 8...15...17 Energy. If any spirits are within earshot, you do not sacrifice Health.
1480;Spirit's Gift;Enchantment Spell. For 60 seconds, whenever you create a creature, all allies near that creature gain 5...41...50 Health and lose 1 condition.
1481;Death Pact Signet;Signet. Resurrect target party member with your current Health and 15...83...100% Energy. The next time that ally dies within 120 seconds, so do you.
1482;Reclaim Essence;Elite Spell. All of your Spirits die. You gain 5...17...20 Energy and all of your Binding Rituals are recharged if a Spirit died in this way.
1483;Banishing Strike;Melee Attack. If it hits, this attack deals 10...50...60 holy damage. It deals double damage to summoned creatures.
1484;Mystic Sweep;Melee Attack. If this attack hits, you deal +3...10...12 damage. If you are enchanted, this attack deals an additional +3...10...12 damage.
1485;Eremite's Attack;Scythe Attack. If it hits, this attack deals +1...8...10 damage and removes a Dervish enchantment. If an enchantment is removed, you do an additional +1...8...10 damage and strike all adjacent foes.
1486;Reap Impurities;Melee Attack. If this attack hits, you deal +3...13...15 damage. Each foe you hit loses 1 condition. For each foe who loses a condition, all foes adjacent to that target foe take 10...34...40 holy damage.
1487;Twin Moon Sweep;Melee Attack. You lose 1 Dervish enchantment and gain 10...42...50 Health. If an enchantment is lost in this way, you cannot be blocked, you strike twice, and you gain an additional 10...58...70 Health.
1488;Victorious Sweep;Melee Attack. If this attack hits, you deal +5...21...25 damage. If target foe has less Health than you, you gain 30...70...80 Health.
1489;Irresistible Sweep;Scythe Attack. Deal +3...13...15 damage and lose 1 Dervish enchantment. If you lose an enchantment in this way, Irresistible Sweep cannot be blocked, removes a stance, and deals +3...13...15 additional damage.
1490;Pious Assault;Melee Attack. If it hits, this attack deals +10...18...20 damage and removes 1 Dervish enchantment. If a Dervish enchantment was removed, this skill recharges 75% faster and adjacent foes take 10...26...30 damage.
1491;Mystic Twister;Spell. Deals 10...50...60 cold damage to all nearby foes. If you are enchanted, this spell deals an additional 10...50...60 cold damage.
1493;Grenth's Fingers;Flash Enchantment Spell. All nearby foes are struck for 10...34...40 cold damage. For 30 seconds, your attacks deal cold damage. When this enchantment ends, you transfer  1...2...2 condition[s] to all nearby foes. [sic]
1495;Aura of Thorns;Flash Enchantment Spell. All nearby foes begin Bleeding for 5...13...15 seconds. For 30 seconds, this enchantment does nothing. When this enchantment ends, all nearby foes are Crippled for 3...7...8 seconds.
1496;Balthazar's Rage;Flash Enchantment Spell.  All nearby foes are set on fire for 1...3...3 second[s]. For 20 seconds afterward, this enchantment does nothing. When this enchantment ends, you gain 1...2...2 strike[s] of adrenaline if any foes are within earshot.
1497;Dust Cloak;Flash Enchantment Spell.  All adjacent foes are struck for 10...34...40 earth damage. For 30 seconds, your attacks deal earth damage. When this enchantment ends, all adjacent foes are Blinded for 1...3...4 second[s].
1498;Staggering Force;Flash Enchantment Spell. All nearby foes are struck for 10...34...40 earth damage. For 30 seconds, your attacks deal earth damage. When this enchantment ends, all nearby foes have Cracked Armor for 1...8...10 second[s].
1499;Pious Renewal;Elite Flash Enchantment Spell. For 8 seconds, nothing happens. When this enchantment ends, Pious Renewal is recharged and you gain 0...4...5 Energy and 0...24...30 Health.
1500;Mirage Cloak;Flash Enchantment Spell. For 1...6...7 second[s], you have a 40...72...80% chance to block incoming attacks. When you cast this enchantment, all nearby foes are struck for 10...34...40 earth damage.
1502;Arcane Zeal;Elite Enchantment Spell. For 10 seconds, whenever you cast a spell, you gain 1 Energy for each enchantment on you (maximum 1...6...7 Energy).
1503;Mystic Vigor;Enchantment Spell. For 20 seconds, every time you successfully hit with an attack, you gain 3...13...15 Health for each enchantment on you (maximum 25 Health).
1504;Watchful Intervention;Enchantment Spell. For 60 seconds, the next time damage drops target ally's Health below 25%, that ally is healed for 50...170...200 Health.
1505;Vow of Piety;Enchantment Spell. For 20 seconds, you have +24 armor and +1...3...4 Health regeneration. Vow of Piety renews whenever an enchantment on you ends.
1506;Vital Boon;Enchantment Spell. For 20 seconds, you have +40...88...100 maximum Health. When this enchantment ends, you are healed for 75...175...200 Health.
1507;Heart of Holy Flame;Flash Enchantment Spell. All nearby foes take 5...25...30 holy damage. For 30 seconds, your attacks deal holy damage. When this enchantment ends, all nearby foes are set on fire for 2...4...5 seconds.
1508;Extend Enchantments;Skill. For 10 seconds, your next Dervish enchantment lasts 10...122...150% longer.
1509;Faithful Intervention;Enchantment Spell. If damage drops your Health below 50%, Faithful Intervention ends. When Faithful Intervention ends, you are healed for 30...126...150 Health.
1510;Sand Shards;Flash Enchantment Spell. For 30 seconds, the next 1...4...5 time[s] you hit with a scythe, all other adjacent foes take 10...50...60 earth damage.
1512;Lyssa's Haste;Flash Enchantment Spell. For 3...13...15 seconds, your Dervish enchantments recharge 33% faster. When you activate this enchantment, all adjacent foes are interrupted. When this enchantment ends, all adjacent foes are interrupted. 50% failure chance unless Wind Prayers 5 or higher.
1513;Guiding Hands;Enchantment Spell. For 20 seconds, your next 0...2...3 attack[s] cannot be blocked. When activated, this skill removes the Blindness condition.
1514;Fleeting Stability;Flash Enchantment Spell. For 2...5...6 seconds, you cannot be knocked down and move 25% faster. This enchantment ends prematurely if it prevents a knockdown.
1515;Armor of Sanctity;Enchantment Spell. All adjacent foes suffer from Weakness for 5...13...15 seconds.  For 15 seconds, you take 5...17...20 less damage from foes suffering from a condition.
1516;Mystic Regeneration;Enchantment Spell.  For 5...17...20 seconds, you have  +1...3...4 Health regeneration for each enchantment (maximum of 8) on you.
1517;Vow of Silence;Elite Enchantment Spell. For 5...9...10 seconds, you cannot be the target of spells, and you cannot cast spells.
1518;Avatar of Balthazar;Elite Form. For 10...74...90 seconds, you gain +20 armor against physical damage, you gain adrenaline 25% faster, your attacks deal holy damage, and whenever you lose a Dervish enchantment, nearby foes are set on fire for 1...3...3 second[s]. This skill is disabled for 45 seconds.
1519;Avatar of Dwayna;Elite Form. For 10...74...90 seconds, your attacks deal holy damage. Whenever you use a Dervish attack skill, you lose 1 hex. Whenever you lose a Dervish enchantment, all allies in earshot are healed for 5...41...50 Health. This skill is disabled for 45 seconds.
1520;Avatar of Grenth;Elite Form. For 10...74...90 seconds, your scythe attacks deal dark damage, and steal 0...10...12 Health. You are immune to Disease, and inflict Disease on all adjacent foes for 3 seconds whenever you lose a Dervish enchantment. This skill is disabled for 45 seconds.
1521;Avatar of Lyssa;Elite Form. For 10...74...90 seconds, your Dervish enchantments recharge 50% faster and your attacks deal chaos damage. Whenever you lose a Dervish enchantment, steal 1 Energy from all nearby foes. This skill is disabled for 45 seconds.
1522;Avatar of Melandru;Elite Form. For 10...74...90 seconds, you have +150 Health, +30 elemental armor, and your attacks deal earth damage. Whenever you lose a Dervish enchantment, all party members in earshot lose 1 condition. This skill is disabled for 45 seconds.
1523;Meditation;Enchantment Spell. Lose all adrenaline. For 20 seconds, you gain 1...3...4 Energy every time an enchantment on you ends.
1524;Eremite's Zeal;Enchantment Spell. You gain 1...3...3 Energy for each foe within earshot, maximum 8 Energy. For 10 seconds afterward, this enchantment does nothing. When this enchantment ends, you gain 1...3...3 Energy for each foe within earshot, maximum 8 Energy.
1525;Natural Healing;Spell. You are healed for 50...146...170 Health. If you are not enchanted, this spell activates 50% faster.
1526;Imbue Health;Spell. Target other ally is healed for 5...41...50% of your current Health (maximum 300 Health).
1527;Mystic Healing;Spell. You are healed for 5...53...65 Health. Also heals all enchanted party members for 5...53...65 Health.
1528;Dwayna's Touch;Spell. Target touched ally is healed for 15...51...60 Health for each Enchantment on you (maximum 150).
1529;Pious Restoration;Spell. You gain 80...136...150 Health and remove 1 Dervish enchantment. If an enchantment was removed in this way, you also lose 1...2...2 hex[es].
1530;Signet of Pious Light;Signet. Remove 1 Dervish enchantment. Target ally is healed for 30...126...150 Health. If an enchantment was removed in this way, this signet recharges 75% faster.
1531;Intimidating Aura;Enchantment Spell. For 60 seconds, you have +40...88...100 max Health and take 1...8...10 less damage from foes with less Health than you.
1532;Mystic Sandstorm;Spell. Create a sandstorm at your location that lasts 3 seconds. Each second, foes nearby this location take 10...18...20 earth damage. Attacking foes take an additional 10...18...20 damage. If you are enchanted when you cast this spell, it lasts twice as long.
1533;Winds of Disenchantment;Spell.  Lose 1 Dervish enchantment.  If a Dervish enchantment was removed in this way, all nearby foes lose 1 enchantment and take 20...68...80 cold damage.
1534;Rending Touch;Spell. Deals 15...55...65 cold damage to target foe. You lose one Dervish enchantment. If an enchantment was removed, target foe loses 1 enchantment and you gain 1 strike of adrenaline.
1535;Crippling Sweep;Scythe Attack. If this attack hits a foe, that foe is Crippled for 3...10...12 seconds. This skill deals +3...13...15 extra damage if that foe is moving.
1536;Wounding Strike;Elite Scythe Attack. If this attack hits, you do +5...17...20 damage,  target foe suffers from Bleeding for 5...17...20 seconds, and you lose 1 Dervish enchantment. If an enchantment is removed, target foe also suffers from a Deep Wound for 5...17...20 seconds.
1537;Wearying Strike;Scythe Attack. You remove 1 Dervish enchantment. If an enchantment was removed, you inflict a Deep Wound for 3...9...10 seconds. You suffer from Weakness for 10 seconds if an enchantment is not removed.
1538;Lyssa's Assault;Scythe Attack. This attack interrupts an action if it hits. If you are enchanted, any skill you interrupt is disabled for additional 1...8...10 second[s]. This attack does 50% normal damage.
1539;Chilling Victory;Scythe Attack. If it hits, this attack strikes for +3...13...15 damage. For each foe hit who has less Health than you, that foe and all adjacent foes are struck for 10...26...30 cold damage.
1540;Conviction;Flash Enchantment Spell. For 10 seconds, you gain +10 armor if you have a condition and gain 1...3...3 Health regen [sic] for each condition you are suffering from. When this enchantment ends, you are cured of 1...2...2 condition[s].
1541;Enchanted Haste;Flash Enchantment Spell. For 7 seconds, you move 25% faster. If this enchantment ends prematurely, you lose 1 condition.
1542;Pious Concentration;Stance. For 5...17...20 seconds, you cannot be interrupted, but each time you would have been interrupted, you lose 1 Dervish enchantment or Pious Concentration ends.
1543;Pious Haste;Stance. You remove 1 Dervish enchantment and for 1...6...7 second[s] you move 25% faster. If an enchantment was removed you move 50% faster instead.
1544;Whirling Charge;Flash Enchantment Spell. For 1...5...6 second[s], you move 33% faster than normal. The next time you strike a foe, all other nearby foes take 10...50...60 cold damage and this enchantment ends.
1545;Test of Faith;Spell. Deals 15...55...65 cold damage and takes 1 enchantment from target foe. If that foe was not enchanted, that foe is Dazed for 1...3...4 second[s].
1546;Blazing Spear;Spear Attack. If this attack hits, it deals +5...21...25 damage and sets target foe on Fire [sic]  for 1...3...3 second[s].
1547;Mighty Throw;Spear Attack. Your spear moves three times faster. If it hits, you deal +10...34...40 damage.
1548;Cruel Spear;Elite Spear Attack. If this attack hits, you deal +1...25...31 damage. If it hits a non-moving target, you inflict a Deep Wound for 5...17...20 seconds.
1549;Harrier's Toss;Spear Attack. If this attack hits, you deal +5...17...20 damage. If this attack hits a moving foe, it deals an additional 5...25...30 damage.
1550;Unblockable Throw;Spear Attack. If this attack hits, you deal +10...34...40 damage. This attack cannot be blocked.
1551;Spear of Lightning;Spear Attack. If this attack hits, it deals +8...18...20 lightning damage. This attack has 25% armor penetration.
1552;Wearying Spear;Spear Attack. If this attack hits, you deal +10...34...40 damage. You are Weakened for 5 seconds.
1553;Anthem of Fury;Elite Chant. For 10 seconds, all party members within earshot gain 1...3...4 strikes of adrenaline the next time they use an attack skill.
1554;Crippling Anthem;Elite Chant. For 10 seconds, the next attack skill used by each ally within earshot causes Crippling for 5...13...15 seconds.
1555;Defensive Anthem;Elite Chant. For 4...9...10 seconds, each party member within earshot has a 50% chance to block incoming attacks. This chant ends if that party member hits with an attack skill.
1556;Godspeed;Shout. For 5...17...20 seconds, all allies within earshot move 25% faster while under the effects of an enchantment.
1557;Anthem of Flame;Chant. For 10 seconds, the next attack skill used by each party member within earshot also causes Burning for 1...3...3 second[s].
1558;"Go for the Eyes!";Shout. For 10 seconds, the next time each ally within earshot makes an attack, that attack has an additional 30...86...100% chance to critical.
1559;Anthem of Envy;Chant. For 10 seconds, the next attack skill used by each ally within earshot deals +10...22...25 damage against foes with more than 50% Health.
1560;Song of Power;Chant. For 5...17...20 seconds, each ally within earshot gains 4 Energy regeneration until that ally uses a Skill.
1561;Zealous Anthem;Chant. For 10 seconds, the next time each ally within earshot uses an attack skill, that ally gains 1...7...8 Energy.
1562;Aria of Zeal;Chant. For 10 seconds, the next time each ally within earshot uses a Spell, that ally gains 1...5...6 Energy.
1563;Lyric of Zeal;Chant. For 10 seconds, the next time each ally within earshot uses a signet, that ally gains 1...7...8 Energy.
1564;Ballad of Restoration;Chant. For 10 seconds, the next time each party member within earshot takes damage, that party member gains 15...63...75 Health.
1565;Chorus of Restoration;Chant. For 10 seconds, the next time each ally within earshot uses a shout or chant, that ally is healed for 30...78...90 Health.
1566;Aria of Restoration;Chant. For 10 seconds, the next time each party member within earshot uses a spell, that party member gains 30...78...90 Health.
1567;Song of Concentration;Chant. For 10 seconds, the next skill used by each ally within earshot cannot be interrupted.
1568;Anthem of Guidance;Elite Chant. For 10 seconds, the next attack skill used by each party member within earshot cannot be blocked.
1569;Energizing Chorus;Chant. For 10 seconds, the next Shout or Chant used by each ally within earshot costs 3...6...7 less Energy.
1570;Song of Purification;Elite Chant. For 20 seconds, the next 1...3...3 skill[s] used by each ally within earshot remove 1 condition from that ally.
1571;Hexbreaker Aria;Chant. For 10 seconds, the next time each ally within earshot casts a spell, that ally loses 1 hex.
1572;"Brace Yourself!";Shout. For 5...13...15 seconds, the next time target other ally would be knocked down, all nearby foes take 15...63...75 damage instead.
1573;Awe;Skill.  If this skill hits a knocked-down foe, that foe becomes Dazed for 5...13...15 seconds. Awe has half the normal range.
1574;Enduring Harmony;Echo. For 10...30...35 seconds, chants and shouts last 50% longer on target non-spirit ally.
1575;Blazing Finale;Echo. For 10...30...35 seconds, whenever a chant or shout ends on target non-spirit ally, all foes adjacent to that ally are set on Fire for 1...6...7 second[s].
1576;Burning Refrain;Echo. For 20 seconds, if target non-spirit ally hits a foe with more Health than that ally, that foe is set on Fire [sic] for 1...3...3 second[s]. This echo is reapplied every time a chant or shout ends on that ally.
1577;Finale of Restoration;Echo. For 10...30...35 seconds, whenever a chant or shout ends on target non-spirit ally, that ally is healed for 15...63...75 Health.
1578;Mending Refrain;Echo. For 15 seconds, target non-spirit ally has +2...3...3 Health regeneration. This echo is reapplied every time a chant or shout ends on that ally.
1579;Purifying Finale;Echo. For 10...30...35 seconds, target non-spirit ally loses 1 condition whenever a chant or shout ends on that ally.
1580;Bladeturn Refrain;Echo. For 20 seconds, target non-spirit ally has a 5...17...20% chance to block incoming attacks. This echo is reapplied every time a chant or shout ends on that ally.
1581;Glowing Signet;Signet. If target foe is Burning, you gain 5...13...15 Energy.
1583;Leader's Zeal;Skill. For each nearby ally, you gain 2 Energy (maximum 8...11...12 Energy).
1584;Leader's Comfort;Skill. You gain 30...66...75 Health. For each ally within earshot, you also gain +10...18...20 Health (maximum 140 Health).
